1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th
1547196222,1547195605,1547196222,1547196877,1547195351,1547195605,1547195351,1547195351,1547195869,1547196222,1547196701,1547196701,1547196701
442359098,1543286640,1543286640,437495075,481387889,557540592,510509520,315395490,557530413,349010136,392511716,557538782,557538782
1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062
1547430644,1547430644,1547429909,1547429909,1547430644,1547430147,1547429909,1547429909,1547429909,1547427506,1547430644,1547431139,1547431139
1547195869,1547195351,1547195351,1547196701,1547196222,1547195605,1547196222,1547196222,1547196222,1547196222,1547195605,1547196701,1547196701
1543284750,1543286062,1543284750,1543286718,1543286718,1543286640,1543286600,1543286117,1543286600,1543286062,1543286062,1543286718,1543286718
1547196877,1547196701,1547195605,1547196222,1547196877,1547196222,1547195869,1547196222,1547196222,1547195351,1547196222,1547195351,1547195351
1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512
456209843,445937704,456099520,514693049,557537073,557537073,456099481,504913788,478761177,413826401,584187892,445940998,445940998
1543286640,1543286062,1543286600,1543286062,1543286718,1543286062,1543286718,1543286117,1543286640,1543286600,1543285418,1543286640,1543286640
1531801305,1531787589,1531801122,1531787589,1531801305,1531801305,1531787977,1531787977,1531801122,1531787589,1531787977,1531787589,1531787589
584189017,557537201,437495437,437492426,365098903,126535623,324362503,481900119,256882704,256919433,553567462,307998406,307998406
1547018010,1547014411,1547014411,1547014411,1547017446,1547018010,1547017446,1547018010,1547014411,1547017446,1547017446,1547017446,1547017446
1543286117,1543286117,1543285418,1543286640,1543286117,1543286640,1543284750,1543285418,1543286718,1543286600,1543285418,1543286640,1543286640
1547429909,1547429909,1547429909,1547429292,1547430147,1547429292,1547429909,1547431139,1547430644,1547430147,1547428994,1547427506,1547427506
1547196701,1547195869,1547195869,1547195351,1547195605,1547195869,1547196222,1547195351,1547195869,1547196877,1547196222,1547196877,1547196877
1547195605,1547195351,1547196877,1547196877,1547195351,1547196222,1547196222,1547196877,1547195605,1547195605,1547196701,1547195605,1547195605
1547430644,1547429909,1547428994,1547427506,1547430147,1547429909,1547430644,1547430147,1547430644,1547429909,1547430147,1547430147,1547430147
307998406,333293249,315395637,519598503,584121134,442359126,493818288,1543286640,1543286640,504791822,324360699,393518383,393518383
1547196701,1547195605,1547195869,1547196222,1547196222,1547196877,1547196222,1547196877,1547195605,1547195351,1547196877,1547196222,1547196222
377348171,442092680,587631262,540641077,590644672,377354587,377354499,348489861,445938895,469978393,126536126,1547173768,1547173768
454771037,481900119,258868045,258868045,315393787,168933483,454771037,558093399,445936090,445941329,557532022,315393787,315393787
1531801305,1531787589,1531801122,1531801305,1531787589,1531787589,1531787589,1531801305,1531787589,1531787977,1531801305,1531801305,1531801305
1547430644,1547427506,1547430644,1547428994,1547429909,1547427506,1547430644,1547430147,1547429909,1547427506,1547427506,1547430644,1547430644
249002677,308673957,383082224,590644804,484050500,383040023,540236188,297775648,482725181,481386040,557531297,481388477,481388477
445940938,584187892,397456901,587630540,557154921,557537073,514693049,442093441,307998406,462057620,256896673,307998406,307998406
1543286117,1543286718,1543286600,1543286600,1543286117,1543286718,1543284750,1543286718,1543286600,1543286062,1543285418,1543284750,1543284750
1547017446,1547018010,1547018010,1547014411,1547018010,1547018010,1547017446,1547018010,1547014411,1547018010,1547017446,1547017446,1547017446
1531801305,1531801122,1531801122,1531801305,1531787977,1531801122,1531801122,1531801122,1531801122,1531787977,1531787977,1531801305,1531801305
1547196701,1547195351,1547195869,1547195351,1547195351,1547195869,1547195351,1547196222,1547196222,1547195351,1547196701,1547195869,1547195869
1531787589,1531787977,1531787977,1531801122,1531787977,1531787977,1531787977,1531801305,1531787589,1531787589,1531787977,1531787977,1531787977
1547018010,1547018010,1547018010,1547017446,1547018010,1547014411,1547014411,1547017446,1547014411,1547014411,1547018010,1547014411,1547014411
1547017446,1547017446,1547014411,1547017446,1547018010,1547014411,1547017446,1547017446,1547014411,1547018010,1547014411,1547017446,1547017446
383040050,383039977,471061791,548680092,557533700,256890686,315395618,445933390,451083977,445939812,587631262,587631834,587631834
1547195869,1547195605,1547195869,1547195351,1547195605,1547196877,1547195351,1547196222,1547196701,1547196701,1547196701,1547196701,1547196701
1547427506,1547430147,1547427506,1547428994,1547431139,1547428994,1547428994,1547429292,1547427506,1547428994,1547431139,1547430147,1547430147
1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062
1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512
1543286062,1543286718,1543286600,1543286640,1543286718,1543286117,1543284750,1543284750,1543286600,1543284750,1543286718,1543286718,1543286718
1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512
1543286600,1543284750,1543286640,1543284750,1543286600,1543286640,1543285418,1543286640,1543286600,1543286718,1543286718,1543286718,1543286718
460931821,584187818,590439852,188862738,442359119,1547177679,247719490,1547176026,377348529,381924497,450179102,587630581,587630581
1531801122,1531801122,1531787589,1531787589,1531787589,1531801305,1531801122,1531801305,1531787977,1531801122,1531787589,1531787589,1531787589
315393807,557537073,272101431,584188930,256924162,481246579,469978382,514693126,557539981,1547177293,324370223,514692884,514692884
590438521,557538476,514692884,514692884,445936987,443625348,1543286640,587631893,1547023225,504801350,188862738,557538782,557538782
1531787589,1531801305,1531787977,1531787977,1531801122,1531787589,1531787589,1531787977,1531787589,1531787589,1531787589,1531801122,1531801122
584188970,514692884,504905612,168931505,377357179,451087500,514693085,384274798,557537256,256898268,400846333,307998406,307998406
1547017446,1547014411,1547018010,1547017446,1547017446,1547018010,1547018010,1547017446,1547018010,1547014411,1547017446,1547017446,1547017446
1547014411,1547014411,1547014411,1547018010,1547018010,1547018010,1547018010,1547014411,1547017446,1547014411,1547014411,1547017446,1547017446
1543286640,1543286117,1543286600,1543286062,1543286117,1543286600,1543286062,1543286062,1543286600,1543286117,1543286640,1543286117,1543286117
1543285418,1543286640,1543285418,1543286718,1543284750,1543286640,1543286117,1543286718,1543286062,1543286718,1543286062,1543286062,1543286062
446108535,297775648,469979074,1547176360,450179102,188862738,509511309,368670813,445934440,1547172683,437614824,1547174591,1547174591
1547193151,1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891
1547017446,1547014411,1547018010,1547014411,1547017446,1547018010,1547014411,1547018010,1547014411,1547018010,1547017446,1547017446,1547017446
1547195351,1547195869,1547196877,1547195351,1547196222,1547196701,1547196877,1547195869,1547195351,1547196877,1547195605,1547195351,1547195351
1547018010,1547017446,1547017446,1547018010,1547018010,1547014411,1547017446,1547018010,1547017446,1547018010,1547014411,1547017446,1547017446
520004685,397456901,256905539,384274798,594381335,392599393,256912640,590441315,188843204,481211916,307998406,527089999,527089999
1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891
1547195351,1547196222,1547196701,1547196701,1547196877,1547196222,1547195605,1547195869,1547195351,1547196877,1547196701,1547196701,1547196701
1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151
1531801305,1531801122,1531787977,1531801122,1531801305,1531801122,1531787589,1531787589,1531787977,1531787589,1531801122,1531787977,1531787977
443625090,441575980,526530911,481897660,557537073,594381447,441576111,445940920,384274798,188848272,445941316,587631797,587631797
1543284750,1543286718,1543285418,1543286600,1543286640,1543286640,1543286600,1543284750,1543286117,1543286640,1543286062,1543286117,1543286117
324361934,383082803,445937704,384274798,445941014,584187892,437496042,384274798,442093105,481389631,520004533,584188627,584188627
1547195351,1547195869,1547195351,1547195869,1547196701,1547196877,1547195869,1547196222,1547196701,1547196701,1547196877,1547195605,1547195605
388142164,469979169,587631943,514693173,1543286640,188862738,272101431,557537073,458902359,504795948,365731744,504791822,504791822
1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062
1547017446,1547017446,1547014411,1547017446,1547017446,1547014411,1547017446,1547018010,1547017446,1547017446,1547017446,1547014411,1547014411
587631768,256924814,458902430,584187892,445940982,557537073,481389427,445940061,590440761,445941434,442094022,228845491,228845491
1547017446,1547018010,1547014411,1547017446,1547014411,1547014411,1547014411,1547017446,1547017446,1547017446,1547014411,1547014411,1547014411
1547196701,1547195869,1547195869,1547195605,1547195351,1547196701,1547195869,1547195605,1547195351,1547196877,1547195869,1547195869,1547195869
1543286718,1543285418,1543286117,1543286062,1543286640,1543286062,1543286640,1543284750,1543286062,1543286062,1543286718,1543285418,1543285418
1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062
1547018652,587632102,488879190,557537073,557537073,437618013,590440261,504915569,584187717,188862738,557537073,1547024655,1547024655
272103586,557530631,290170347,445929541,413778847,297775648,215872181,315397075,256924162,557533288,1543286640,584187892,584187892
1547018010,1547014411,1547018010,1547018010,1547017446,1547014411,1547017446,1547017446,1547018010,1547014411,1547018010,1547018010,1547018010
1547196222,1547195351,1547196222,1547196877,1547196222,1547196701,1547196222,1547196877,1547195605,1547196701,1547196877,1547195869,1547195869
442093764,445940752,307998406,256921380,470981561,445941114,174342229,445941114,324362743,584187947,504797165,584188627,584188627
1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062
1531787589,1531801305,1531801305,1531787589,1531801305,1531801305,1531787977,1531801305,1531801305,1531787589,1531801305,1531801305,1531801305
504793898,445940669,481389782,388142161,456209517,1543286640,469978383,590644804,557537073,315393125,504804762,584187892,584187892
1547017446,1547018010,1547014411,1547018010,1547017446,1547014411,1547017446,1547017446,1547017446,1547017446,1547018010,1547014411,1547014411
1547429292,1547430644,1547429909,1547429292,1547429292,1547427506,1547429909,1547430147,1547427506,1547430147,1547430644,1547429292,1547429292
383083111,481208183,437494330,384274798,452708565,458902430,504807317,481897605,514692884,481208454,481211727,519855689,519855689
478691892,315396832,397296902,485922701,456098920,481389766,469978944,445940744,481209739,437495781,442359054,469458929,469458929
1543286718,1543285418,1543286600,1543286640,1543286718,1543286117,1543285418,1543284750,1543286062,1543284750,1543286117,1543286117,1543286117
1547014411,1547017446,1547018010,1547017446,1547014411,1547014411,1547018010,1547014411,1547017446,1547017446,1547014411,1547018010,1547018010
307998406,188862738,315393393,594381335,256882704,383083111,481389598,510507775,397457108,504905612,557532330,126728362,126728362
1543285418,1543286062,1543286117,1543286640,1543286718,1543286600,1543286718,1543286718,1543286117,1543284750,1543286600,1543284750,1543284750
1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512
1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512
1547428994,1547428994,1547429292,1547430644,1547430644,1547431139,1547429909,1547429292,1547427506,1547427506,1547431139,1547427506,1547427506
1547014411,1547017446,1547018010,1547017446,1547017446,1547014411,1547017446,1547014411,1547014411,1547014411,1547014411,1547014411,1547014411
1547196877,1547195605,1547195351,1547195869,1547196222,1547196877,1547196701,1547195351,1547195605,1547195869,1547195351,1547195351,1547195351
377353781,481210506,590440578,445941114,437492426,188862738,442093794,519491217,307998406,481387052,481210506,481389604,481389604
1547018010,1547017446,1547018010,1547017446,1547014411,1547014411,1547017446,1547014411,1547014411,1547017446,1547017446,1547014411,1547014411
